id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39056786,Beautiful Italianate | 5 Ensuite Baths,70813384,Erich,,Central City,29.93904,-90.07865,Entire home/apt,947,2,69,2025-02-14,1.06,6,168,24,"23-CSTR-03440, 21-OSTR-07795"
39073730,Film Suite at Pamplemousse,294333088,Keely,,Tulane - Gravier,29.96307,-90.08351,Private room,135,1,249,2025-02-11,3.79,3,82,34,"19STR-12879, 20-OSTR-2676"
39115686,Cute Studio Apt. in Riverbend Neighborhood,6847607,Soraya,,East Carrollton,29.94735,-90.12578,Entire home/apt,182,2,150,2025-02-22,2.31,1,18,27,"23nstr14980, 23ostr15779"
39121412,1 Bedroom Gem - 4 blocks to French Quarter,299992336,Carl,,Treme - Lafitte,29.96727,-90.06692,Entire home/apt,,2,15,2020-03-18,0.23,1,0,0,"19STR-25543, 19-OSTR-2637"
39135579,3 Bed/2.5 Bath Townhouse - 2 story - central AC,239094903,Mary,,Gert Town,29.96652,-90.11404,Entire home/apt,134,30,7,2024-04-30,0.20,1,339,1,18STR-11970
39175016,Ma Maison Creole,51950566,A,,Treme - Lafitte,29.9678,-90.06711,Entire home/apt,560,3,9,2024-05-06,0.15,1,179,1,"20STR-18571, 20OSTR-04427"
39176563,One bedroom- 5 minute walk to Convention Center.,54074198,Naomi,,Lower Garden District,29.93736,-90.06844,Entire home/apt,106,30,3,2019-11-03,0.05,3,365,0,17STR-04413
39202225,Our Broadmoor Beauty. STR License 17STR-10083,428397,James,,Marlyville - Fontainbleau,29.94602,-90.11152,Entire home/apt,,30,8,2020-03-08,0.12,1,0,0,"17STR-10083, 20-OSTR-00545"
39202972,Historic New Orleans Carriage House,7051836,Evelyn,,French Quarter,29.96282,-90.06189,Entire home/apt,,30,0,,,1,0,0,
39219787,"Uptown Eclectic Artist Apt, 10 mins to FQ 73",11372242,Thiamanti,,East Riverside,29.91902,-90.0925,Entire home/apt,210,2,99,2025-02-10,1.51,46,73,6,"19str-19104, 20-OSTR-0124"
39220879,"Uptown Eclectic Artist Apt, 10 mins FQ 71",11372242,Thiamanti,,East Riverside,29.9181,-90.09217,Entire home/apt,176,2,112,2025-01-01,1.71,46,69,13,"19STR-18945, 20-OSTR-0124"
39228930,"Nice apt very close to FQ, St Claude & Mardi Gras",5446211,Christopher,,St. Roch,29.97215,-90.05468,Entire home/apt,,30,0,,,1,0,0,"19STR-09431, 19-OSTR-9431"
39242896,Quiet Uptown 2br Cottage,41661300,Jake,,Irish Channel,29.92426,-90.08296,Entire home/apt,,2,18,2020-03-21,0.28,1,0,0,"19STR-21689, 19-OSTR-21689"
39277309,The 𝒞𝑜𝓏𝓎 Apartment: LONG TERM STAY,237336807,Lacha Management,,Seventh Ward,29.97339,-90.07001,Entire home/apt,135,30,105,2024-05-26,1.60,6,137,9,"23-CSTR-17898, 23-OSTR-17898"
39320274,Mardi Gras 2BR Hidden Gem⚜️Close to Superdome,301904267,Bae,,Broadmoor,29.94978,-90.10406,Entire home/apt,215,2,191,2025-01-19,2.94,2,156,29,"24-NSTR-10923, 24-OSTR-10935"
39344650,Your Uptown Private Suite: Restored 1907 Victorian,4580360,Jarrod,,Uptown,29.93156,-90.10353,Entire home/apt,190,30,41,2025-02-24,0.63,2,151,15,"19STR-21969, 20-OSTR-01855"
39369147,Bywater locals spot!,15932662,Zoomz,,Bywater,29.96369,-90.03853,Entire home/apt,250,2,63,2025-02-16,0.97,1,62,13,"23-NSTR-16982, 22-OSTR-18955"
39372462,The GROVE LUX - A City Orchard Retreat,52496582,Nick And Sunny,,St.  Anthony,30.01236,-90.06143,Entire home/apt,226,2,153,2025-02-23,2.34,2,247,40,"23-NSTR-15195, 23-OSTR-15137"
39406228,POWER ON!!!New renovated space,145511123,Liliana,,Gentilly Woods,30.01059,-90.03769,Entire home/apt,86,30,1,2021-11-02,0.02,2,365,0,
39414137,"Beautiful Lady NOLA 3 bedroom Home
Prime Location",103851210,Adrian,,Tulane - Gravier,29.9621,-90.08093,Entire home/apt,280,2,42,2025-02-23,0.64,1,79,2,"25NSTR-00668, 25-OSTR-00185"
39422541,Authentic Treme Cottage Home,185550148,Dishona,,Seventh Ward,29.975501983033972,-90.0639682802014,Entire home/apt,286,30,4,2024-11-11,0.20,1,56,2,"25-NSTR-00642, 25-OSTR-00229"
39440720,Sonder The Louie | Three-Bedroom Apartment,218602737,Sonder (New Orleans),,Central Business District,29.95369,-90.07451,Entire home/apt,264,1,442,2025-02-14,6.84,28,310,65,23-XSTR-21565
39459832,Boutique Glam - Best Amenities & Neighborhood,62774691,Luke,,Uptown,29.92467,-90.10929,Entire home/apt,200,1,157,2025-01-20,2.42,7,165,19,"24CSTR-20683, 24-OSTR-21485"
39461726,Sonder The Louie | Five-Bedroom Apartment,218602737,Sonder (New Orleans),,Central Business District,29.95399,-90.07504,Entire home/apt,611,1,152,2024-11-10,2.37,28,196,13,23-XSTR-21565
39461800,"Tchoupitoulas Street Apt 51, 10 mins from FQ",11372242,Thiamanti,,West Riverside,29.91661,-90.11264,Entire home/apt,223,2,125,2025-02-09,1.92,46,92,21,"19STR-12258, 20-OSTR-0124"
38580497,Enjoy City Views from Your Personal Terrace!,293742020,New Orleans Luxury,,Central Business District,29.94509,-90.06499,Entire home/apt,383,1,26,2025-01-26,0.39,41,270,8,"19STR-14906, 19-OSTR-00330"
38600774,Calling all QUEENS! 2bed-2bath. Walk to Magazine!,292337479,Nola,,St. Thomas Dev,29.92768,-90.07365,Entire home/apt,149,30,145,2024-02-14,2.23,9,340,0,"19STR-09634, 19-OSTR-0000"
38600823,Synagogue: NOLA's Hottest Vacation Penthouse!,292337479,Nola,,St. Thomas Dev,29.92577,-90.07371,Entire home/apt,100,30,207,2024-02-15,3.18,9,246,0,"19STR-09636, 19-OSTR-0000"
38606194,Luxury 3BR Home Near French Quarter & Mardi Gras!,393425768,Samer,,Tulane - Gravier,29.95947,-90.08854,Entire home/apt,215,1,165,2025-01-01,2.50,27,358,21,"22-CSTR-17469, 21-OSTR-12387"
39559718,Amazing location just steps from the lake,59314900,Leslie,,Lakeshore - Lake Vista,30.02064,-90.11202,Entire home/apt,366,30,2,2024-03-31,0.06,2,364,1,
39580648,"Luxury French Quarter Condo, Private Parking  203",290507965,Jessica,,French Quarter,29.95917,-90.06936,Entire home/apt,372,30,6,2022-09-25,0.10,4,242,0,
39586541,Luxury 5BR Historic New Orleans Home| Free Parking,304169379,Edward,,West Riverside,29.921625,-90.119687,Entire home/apt,891,1,243,2025-02-24,3.74,3,290,41,"20CSTR-33483, 19OSTR-27105"
39590489,Boutique Shotgun Near NOLA Main Attractions,169609787,Lance,,Tulane - Gravier,29.960649490356445,-90.0892562866211,Entire home/apt,225,2,174,2025-03-01,2.76,3,168,62,"19STR-21429, 19-oSTR-2142"
39591042,RARE Uptown Treasure - Excellent for Groups!!,62774691,Luke,,Uptown,29.92553,-90.10983,Entire home/apt,796,2,19,2024-10-28,0.42,7,152,3,"24CSTR-20683, 24-OSTR-21485"
39623859,"Yogi's City Getaway. 
30 Day",102925668,Sean,,Read Blvd West,30.02149,-89.96902,Entire home/apt,127,2,87,2025-02-16,1.42,1,346,11,"19STR-21916, 20OSTR-21917"
39626795,Bright & Centrally located entire private Floor,3992305,Angeles,,Broadmoor,29.94385,-90.10532,Entire home/apt,224,3,133,2025-02-17,2.08,1,159,25,"23-NSTR-13464, 24-OSTR-18267"
39652927,Discover Porch Time New Orleans Style!,213608825,Karen,,Marlyville - Fontainbleau,29.95627,-90.11788,Entire home/apt,190,1,207,2025-02-22,3.19,1,152,54,"19STR-11454, 19-OSTR-0000"
39746711,"""E""- 1 BD Treehouse on St. Charles--3rd Floor",6268899,Paula,,Central City,29.932918548583984,-90.08322143554688,Private room,106,3,44,2025-02-18,0.71,7,64,14,23-XSTR-21479
39749360,"""B"" 2 BD Side Balcony-St Charles Ave-Garden Dist",6268899,Paula,,Central City,29.932918548583984,-90.08322143554688,Private room,156,3,51,2024-11-04,1.02,7,18,7,23-xstr-21479
39846410,Luxe Resort 1bd apt in Center of French Quarter,32330577,Adrianne,,Central Business District,29.95221,-90.06734,Entire home/apt,,30,0,,,1,0,0,Exempt
39861061,Jazzfest Welcome Sleeps 3/On suite,65665251,Jeanette,,Seventh Ward,29.98673,-90.06565,Private room,2643,2,1,2020-02-23,0.02,5,179,0,"20STR-01583, 24-OSTR-09999"
39901094,Precious Upscale Cottage One Block to Magazine St!,71638066,Terrence,,West Riverside,29.918859481811523,-90.11276245117188,Entire home/apt,535,2,203,2025-02-20,3.16,1,28,39,"23-NSTR-16920, 24-OSTR-03473"
39929192,Charming 1BR Condo in NOLA close to Streetcar Cafe,64365837,Mike,,St. Claude,29.96459,-90.03725,Entire home/apt,111,3,172,2025-02-24,2.67,62,347,44,"23-CSTR-00722, 19-OSTR-26283"
39946475,Walk to Bourbon St From Historic Apt | Sleeps 9,560749999,Irma Rocio,,French Quarter,29.959922790527344,-90.06206512451172,Entire home/apt,335,1,220,2025-01-27,3.50,25,264,46,23-XSTR-17647
39946625,Experience French Quarter from Your Balcony,560749999,Irma Rocio,,French Quarter,29.95898,-90.06318,Entire home/apt,233,1,291,2025-02-14,4.55,25,246,64,23-XSTR-17647
39947902,Bon Temps Bungalow,307938668,Amy,,Fairgrounds,29.98061,-90.07498,Entire home/apt,112,2,255,2025-02-03,3.96,1,43,33,"23NSTR-10811, 22OSTR-77831"
39949320,Cute Creole Cottage in the Marigny!,112910785,Marigny,,Marigny,29.96503,-90.05772,Entire home/apt,245,3,98,2025-02-24,1.54,79,303,31,"22-CSTR-15752, 20-ostr-00044"
39949758,Perfect NOLA Pad- Near Bars & Food & Frenchmen St,112910785,Marigny,,Marigny,29.967956812755446,-90.054524302793,Entire home/apt,277,2,146,2025-02-22,2.38,79,280,28,"21-cstr-17705, 22-ostr-00044"
39949888,Upscale Downtown Pad- Close to Everything! 204,112910785,Marigny,,Central Business District,29.94817,-90.07338,Entire home/apt,196,3,124,2025-02-22,2.04,79,310,34,"21-CSTR-17656, 20-ostr-00044"
39952910,The Manor,115947771,Paula,,Hollygrove,29.96846,-90.12438,Entire home/apt,546,3,13,2025-02-10,0.21,1,51,2,"17STR-07245, 19-OSTR-7010"
39970242,"Cozy&Quiet Cottage, 8 minutes to FQ & Jazz Fest!",34778905,Gina,,Seventh Ward,29.974464416503906,-90.06951141357422,Entire home/apt,261,2,108,2025-02-22,1.75,1,0,9,"23-NSTR-14062, 23-OSTR-20543"
39973386,Voted Best neighbor to stay in New Orleans,121130448,Nathaniel,,Fairgrounds,29.98797,-90.08633,Entire home/apt,187,30,0,,,1,179,0,
39987087,Beautiful Poolside Bywater Condo! Close to FQ!,339273806,Christopher,,St. Claude,29.96347,-90.0361,Entire home/apt,291,2,73,2024-05-06,1.13,3,69,3,"25STR-09543, 25-OSTR-01871"
39999949,Spacious 5BR Home Close to Mardi Gras & Streetcar,393425768,Samer,,Tulane - Gravier,29.95869,-90.08919,Entire home/apt,275,1,153,2025-01-11,2.39,27,349,17,"21-CSTR-04400, 21-OSTR-12387"
40030300,Mid-Century Modern w/ King bed steps from Rail Car,308736016,Ryan,,Leonidas,29.95132,-90.12956,Entire home/apt,191,2,207,2025-02-24,3.26,1,194,49,
40030700,Cute 2BR Flat w/Balcony Over Historic Magazine St.,51541620,Samuel,,Lower Garden District,29.9327664,-90.0728339,Entire home/apt,231,1,161,2025-02-10,2.55,15,289,27,"22-CSTR-20029, 24-OSTR-17566"
40034068,"Private room Uptown, with cozy porch and pool.",26488550,Amy And Chuck,,Freret,29.93913,-90.10983,Private room,1000,1,1,2023-02-19,0.04,1,12,0,"19STR-02197, 20-OSTR-00302"
40038088,New Orleans Uptown Craftsmans Near Freret,13206300,Kendall,,Uptown,29.93065,-90.10682,Entire home/apt,475,3,145,2025-02-11,2.29,2,69,19,"24-nstr-00033, 25-ostr-10531"
40089420,Cottage on Laurel,285095990,Jill,,East Riverside,29.91819,-90.09553,Entire home/apt,125,2,1,2020-06-24,0.02,1,227,0,"23-NSTR-15912, 23-OSTR-15931"
40089626,Stylish 2BD Downtown NOLA Condo Sleeps 7,305725367,The Alexandre,,Central Business District,29.94944,-90.06769,Entire home/apt,343,1,263,2025-02-24,4.98,17,327,84,"22-CSTR-14996, 22-OSTR-02647"
40089863,5 Min Walk to Bourbon St. | Stylish Modern 1BD,305725367,The Alexandre,,Central Business District,29.951,-90.06928,Entire home/apt,177,1,107,2025-02-21,2.05,17,359,45,"22-CSTR-14994, 22-OSTR-02647"
40089981,Downtown Condo Steps to FQ | 2BD ADA-Accessible,305725367,The Alexandre,,Central Business District,29.95116,-90.06969,Entire home/apt,228,1,200,2025-02-17,3.82,17,347,45,"22-CSTR-14993, 22-OSTR-02647"
40090081,Stroll to Event Excitement | Roomy 2BD Condo,305725367,The Alexandre,,Central Business District,29.95129,-90.06812,Entire home/apt,381,1,235,2025-02-22,4.46,17,352,66,"22-CSTR-14991, 22-OSTR-02647"
40090258,Modern 2BD Urban Retreat Just Steps to Bourbon St,305725367,The Alexandre,,Central Business District,29.94907,-90.06778,Entire home/apt,345,1,260,2025-02-20,4.95,17,339,69,"22-CSTR-14987, 22-OSTR-02647"
40090337,Glam Meets Historic Charmer Large Balcony Downtown,293742020,New Orleans Luxury,,Central Business District,29.94561,-90.06704,Entire home/apt,374,2,24,2025-01-02,0.38,41,315,5,"19STR-14908, 19-OSTR-00330"
40106505,Spacious 5 bedroom Home Near FQ and Superdome,393425768,Samer,,Tulane - Gravier,29.95981,-90.08875,Entire home/apt,408,1,166,2025-01-25,2.58,27,334,25,"21-CSTR-04401, 21-OSTR-12387"
40110714,Easy Access to Canal Street Car Near FrenchQuarter,393425768,Samer,,Tulane - Gravier,29.966434,-90.086075,Entire home/apt,181,1,175,2025-02-10,2.73,27,351,16,"21-CSTR-14293, 21-OSTR-12387"
40112879,Sonder Gravier Place | Two-Bedroom Apartment,218602737,Sonder (New Orleans),,Tulane - Gravier,29.95871,-90.08584,Entire home/apt,267,1,130,2025-02-15,2.07,28,242,21,24-XSTR-05405
40113312,Chartres Street Retreat  (3 Blocks from the F.Q.),309560725,Thad,,Marigny,29.964,-90.05513,Entire home/apt,476,3,25,2024-02-25,0.69,1,326,0,"23-NSTR-14123, 24-OSTR-20207"
40114155,Modern Marigny- minutes to the FQ.,309566784,Annie + Danny,,St. Roch,29.97084,-90.05659,Entire home/apt,226,2,156,2025-02-24,2.48,1,207,29,"23-NSTR-15891, 21-OSTR-10047"
40114648,The Esprit Loft Extension: Tulane/Loyola/Freret,210139707,Ernest,,Uptown,29.93256,-90.10557,Entire home/apt,137,30,47,2023-10-23,0.77,2,180,0,"19STR-01645, 19-OSTR-0000"
40134194,Downtown 4BR With Private Outdoor Patio,293742020,New Orleans Luxury,,Central Business District,29.94596,-90.06687,Entire home/apt,642,2,42,2025-01-05,0.76,41,344,8,"19STR-16492, 20-OSTR-00330"
40134196,Corner Penthouse+Large Terrace+Sleeper Sofa,293742020,New Orleans Luxury,,Central Business District,29.94613,-90.06692,Entire home/apt,383,1,33,2024-10-13,0.65,41,307,5,"19STR-24537, 19-OSTR-00330"
40134200,Enjoy Two Levels of Accommodations I Two Balconies,293742020,New Orleans Luxury,,Central Business District,29.94669,-90.06505,Entire home/apt,374,1,36,2025-02-02,0.59,41,310,9,"19STR-17024, 19-OSTR-00330"
40134203,Luxury Downtown Home with Balcony - The Armstrong,293742020,New Orleans Luxury,,Central Business District,29.94483,-90.06693,Entire home/apt,279,1,60,2025-02-17,0.98,41,272,20,"19STR-16484, 19-OSTR-00330"
40134206,"Glam, Historic Charmer, Large Private Balcony",293742020,New Orleans Luxury,,Central Business District,29.95025,-90.07256,Entire home/apt,374,1,20,2025-02-10,0.33,41,311,5,"19STR-16489, 19-OSTR-00330"
40134211,LG Living Area + Spacious Private Balcony!,293742020,New Orleans Luxury,,Central Business District,29.94531,-90.06687,Entire home/apt,374,2,26,2025-01-16,0.49,41,313,6,"19STR-16479, 19-OSTR-00330"
40134213,Character Galore! 2 Balconies Sleeper Sofa,293742020,New Orleans Luxury,,Central Business District,29.94687,-90.06481,Entire home/apt,321,1,112,2025-02-23,1.78,41,286,38,"19STR-16059, 19-OSTR-00330"
40134215,Stay in Luxury with Your Own Private Terrace,293742020,New Orleans Luxury,,Central Business District,29.94528,-90.06493,Entire home/apt,376,1,11,2024-11-30,0.21,41,326,3,"19STR-17025, 19-OSTR-00330"
40134216,"True Southern Elegance, Steps From It All",293742020,New Orleans Luxury,,Lower Garden District,29.94456,-90.06625,Entire home/apt,219,1,47,2025-02-17,0.87,41,330,13,"19STR-17150, 19-OSTR-00330"
40134219,Ready For You & Your Krewe - 10/10 Location Rating,293742020,New Orleans Luxury,,Central Business District,29.94648,-90.06679,Entire home/apt,371,2,72,2025-01-02,1.18,41,344,18,"19STR-16683, 19-OSTR-00330"
40134220,Queen Sleeper Sofa & 15 ft Ceilings! | The Cypress,293742020,New Orleans Luxury,,Central Business District,29.94575,-90.0659,Entire home/apt,282,2,13,2024-10-10,0.24,41,337,4,"19STR-16678, 19-OSTR-00330"
40134222,"Glam, Historic Charm, Private Balcony I The Belle",293742020,New Orleans Luxury,,Central Business District,29.9467,-90.06538,Entire home/apt,378,1,22,2025-02-26,0.40,41,264,4,"19STR-16680, 19-OSTR-00330"
40134225,2BR+QUEEN Sleeper Sofa + Private Balcony,293742020,New Orleans Luxury,,Central Business District,29.94487,-90.06543,Entire home/apt,360,2,6,2025-02-22,0.18,41,332,2,"19STR-16064, 19-OSTR-0000"
40134227,Stay like a Local! Historic Charm + Modern Luxury,293742020,New Orleans Luxury,,Central Business District,29.9467,-90.06545,Entire home/apt,374,2,29,2024-11-19,0.54,41,337,3,"19STR-16681, 19-OSTR-00330"
40134228,"Downtown Corner Condo, Enjoy Stunning City Views",293742020,New Orleans Luxury,,Central Business District,29.94627,-90.06491,Entire home/apt,374,2,70,2025-02-23,1.15,41,281,18,"19STR-16673, 19-OSTR-00330"
40134232,2BR+Sleeper Sofa Downtown Condo with Balcony,293742020,New Orleans Luxury,,Central Business District,29.94458,-90.06567,Entire home/apt,367,1,31,2025-02-22,0.60,41,345,15,"19STR-17026, 20-OSTR-00330"
40134235,Downtown 2BR Walk to Superdome Parades FQ,293742020,New Orleans Luxury,,Central Business District,29.94474,-90.06641,Entire home/apt,282,1,21,2025-01-12,0.39,41,334,5,"19STR-17145, 19-OSTR-00330"
40134237,The Downtown Condo You've Been Looking For!,293742020,New Orleans Luxury,,Central Business District,29.94521,-90.06667,Entire home/apt,300,1,9,2024-11-14,0.17,41,322,1,"19STR-17144, 19-OSTR-00330"
40134239,The Perfect Place for a Downtown Getaway!,293742020,New Orleans Luxury,,Central Business District,29.94489,-90.06549,Entire home/apt,273,1,42,2025-01-26,0.68,41,313,13,"19STR-17147, 19-OSTR-00330"
40137238,5 Min to Bourbon Street | Spacious & Bright 2BD,305725367,The Alexandre,,Central Business District,29.94923,-90.06993,Entire home/apt,376,1,210,2025-02-17,4.02,17,356,61,"21-CSTR-02390, 22-OSTR-02647"
40137300,5 Mins to Bourbon St. | Spacious 2BD/2BA Condo,305725367,The Alexandre,,Central Business District,29.95013999938965,-90.06880187988281,Entire home/apt,222,1,251,2025-02-23,4.76,17,354,64,"22-CSTR-14985, 22-OSTR-02647"
40137350,Elegant 1BD/1BA Sanctuary with Generous Space,305725367,The Alexandre,,Central Business District,29.9511,-90.06835,Entire home/apt,197,1,242,2025-02-21,4.61,17,360,79,"22-CSTR-14984, 22-OSTR-02647"
40137616,5 Min to French Quarter | Deluxe 2BD Condo,305725367,The Alexandre,,Central Business District,29.95013999938965,-90.06880187988281,Entire home/apt,228,1,125,2025-01-06,2.41,17,359,47,"22-CSTR-14980, 22-OSTR-02647"
40137736,Classic 2BD/2BA in the Heart of New Orleans,305725367,The Alexandre,,Central Business District,29.95063,-90.06971,Entire home/apt,229,1,196,2025-02-23,3.72,17,292,55,"22-CSTR-14979, 22-OSTR-02647"
40137847,Downtown Oasis 2BD|2BA Condo | Serene Retreat,305725367,The Alexandre,,Central Business District,29.94932,-90.06957,Entire home/apt,343,1,83,2025-02-06,1.57,17,356,29,"22-CSTR-14974, 22-OSTR-02647"
40137919,5 min to French Quarter | Chic 2BD/2BA,305725367,The Alexandre,,Central Business District,29.95013999938965,-90.06880187988281,Entire home/apt,391,1,299,2025-02-23,5.68,17,320,83,"22-CSTR-14972, 22-OSTR-02647"
40137984,Rare Find! Queen Sleeper + Balcony I Downtown NOLA,293742020,New Orleans Luxury,,Central Business District,29.94668,-90.06653,Entire home/apt,274,1,12,2025-02-16,0.23,41,343,2,"19STR-16677, 20-OSTR-00330"
40137988,NOLA Celebration Retreat | Stunning 1BD Condo,305725367,The Alexandre,,Central Business District,29.9491,-90.06935,Entire home/apt,176,1,193,2025-02-19,3.80,17,364,42,"22-CSTR-14970, 22-OSTR-02647"
39465600,Cozy and Comfortable - VERY close to Downtown,303147588,Alana,,Old Aurora,29.92458,-90.00555,Entire home/apt,,2,7,2020-02-26,0.11,1,0,0,"21STR-24563, 21-OSTR-2456"
39501367,Historic New Orleans Guest Cottage,33265,Brooke,,Treme - Lafitte,29.97199,-90.07557,Entire home/apt,216,2,70,2025-02-16,1.11,1,311,8,"24-NSTR-18910, 24-OSTR-18909"
39533347,Cozy Cambronne Shotgun,17258600,Emmaline,,Leonidas,29.95029,-90.13117,Entire home/apt,,3,11,2022-01-02,0.17,1,0,0,"19STR-19645, 20-OSTR-02945"
39534390,Best view of the city skyline & Mississippi River,71850622,Terry,,Algiers Point,29.94894,-90.0543,Entire home/apt,,30,12,2020-03-13,0.19,1,0,0,19STR-13026
39549270,"Irish Channel Home - Quiet, Safe & Fun!",96936487,,,St. Thomas Dev,29.92409,-90.07493,Entire home/apt,123,2,108,2025-02-24,1.69,1,165,20,"23-NSTR-16758, 24-OSTR-04385"
39557038,Large Living Area + Spacious Private Terrace!,293742020,New Orleans Luxury,,Central Business District,29.94487,-90.06565,Entire home/apt,562,1,31,2025-01-27,0.51,41,292,14,"19STR-16498, 20-OSTR-00330"
39557536,Wayne's World I,19414007,Epic Stork,,Uptown,29.929147720336914,-90.10533142089844,Entire home/apt,480,2,90,2025-01-20,1.38,9,318,18,"19STR-16589, 20-OSTR-1610"
39558780,Wayne’s World II,19414007,Epic Stork,,Uptown,29.929153442382812,-90.10530090332031,Entire home/apt,932,2,76,2025-02-10,1.17,9,319,15,"19STR-16594, 20-OSTR-1610"
40904907,Spacious 3BR Home Near French Quarter & Mardi Gras,393425768,Samer,,Treme - Lafitte,29.96841,-90.06797,Entire home/apt,287,1,132,2025-01-03,2.11,27,354,21,"22-CSTR-17482, 21-OSTR-12387"
40918668,HOT MESS: 1 bed / 1 bath! Walk to Magazine!,292337479,Nola,,St. Thomas Dev,29.92796,-90.07356,Entire home/apt,267,30,169,2024-03-29,2.75,9,361,1,"19STR-09641, 19-OSTR-0000"
40919753,The BIRDCAGE: 1 bed/1 bath - Steps to Magazine!,292337479,Nola,,St. Thomas Dev,29.92639,-90.07286,Entire home/apt,258,30,73,2025-02-10,1.19,9,362,1,"19STR-09633, 19-OSTR-0000"
40919863,Synagogue: NOLA's Hottest Vacation & Art House!,292337479,Nola,,St. Thomas Dev,29.92771,-90.07455,Entire home/apt,207,30,159,2023-02-23,2.60,9,363,0,"19STR-09642, 19-OSTR-0000"
40919933,Synagogue: 1 bed/1 bath - Steps to Magazine!,292337479,Nola,,Lower Garden District,29.92729,-90.07482,Entire home/apt,386,30,143,2025-02-10,2.35,9,186,2,"19STR-09642, 19-OSTR-0000"
40922129,Lovely Magazine St 2 Bedroom -Garden District,135108051,Ash,,Lower Garden District,29.93001,-90.07768,Entire home/apt,285,2,93,2025-02-16,2.78,10,63,26,"19str-70080, 23-ostr-14676"
40938901,Charming near the Quarter,1765420,Andrew,,Seventh Ward,29.96999,-90.06244,Entire home/apt,89,30,11,2023-11-18,0.18,2,267,0,
40940113,Luxury 2BR Gem Close to Tulane and Uptown,318962334,Bashar,,Broadmoor,29.94261,-90.10733,Entire home/apt,229,3,53,2025-02-16,0.85,1,116,5,"19STR-24737, 20-OSTR-0456"
40941971,Apartment near the Quarter and Frenchmen Street,1765420,Andrew,,Seventh Ward,29.96951,-90.06257,Entire home/apt,93,30,18,2025-01-28,0.29,2,247,3,
40945541,Lofty Garden View in Marigny-Bywater,204332701,Fela,,Bywater,29.96695,-90.04715,Entire home/apt,,3,1,2020-03-14,0.02,1,0,0,"19STR-25840, 19-OSTR-2584"
40970439,A lovely 2 bedroom in the Marigny,731198,Emily,,Marigny,29.96612,-90.0524,Entire home/apt,128,3,146,2025-02-23,2.32,1,62,28,"19STR-24275, 19-OSTR-2427"
40972175,Claiborne Historic Guest House-economy rear unit,2019341,Historic Getaways,,Seventh Ward,29.969209671020508,-90.0679702758789,Entire home/apt,380,1,99,2025-02-10,1.58,31,253,22,"22-CSTR-16170, 22-OSTR-06550"
40972294,Cozy one bedroom FrenchQuarter Style Space Bywater,237365610,Henry Kina,,Lower Ninth Ward,29.96343,-90.01767,Private room,265,2,1,2020-02-26,0.02,3,345,0,"19STR-70067, 19-OSTR-7068"
40973172,"MySouthernComfort ""The Gabrielle"" Large 3 bedroom FQ",95905119,MySouthernComfort,,French Quarter,29.95428,-90.06223,Entire home/apt,1206,1,13,2024-12-23,0.57,23,42,2,"22-CSTR-03890, 21-OSTR-18670"
40973175,"""The Rouzan"" Unique   2 BD/ 2 BATH Steps to famous restaurants in  French Quarte",95905119,MySouthernComfort,,French Quarter,29.95244,-90.06324,Entire home/apt,446,30,14,2023-12-03,0.58,23,365,0,"21-CSTR-20375, 20-OSTR-00670"
41026615,Double Luxury 6BR Home 2 MILES FROM FRENCH QUARTER,156383794,Brittany,,St. Claude,29.97165,-90.04064,Entire home/apt,433,2,47,2025-02-11,0.77,5,283,25,"19STR-25920, 19-OSTR-0000"
41026919,LGD Designer Dream Condo | Heated Pool,319017619,Mark,,Central City,29.93903,-90.07131,Entire home/apt,870,1,123,2025-01-08,1.95,1,314,22,"22-CSTR-13255, 24-OSTR-03381"
41045689,"Maison de Colette, Luxury Home with Outdoor Patio",167921411,Rochelle,,Mid-City,29.97057,-90.09306,Entire home/apt,545,3,205,2025-02-24,3.28,31,298,38,"20-CSTR-33480, 22-OSTR-01397"
41062057,"Clean, Comfortable, Convenient Uptown Magazine 2/2",320965776,Jonathan,,East Riverside,29.92219,-90.08921,Entire home/apt,334,3,87,2025-01-20,1.41,1,107,20,"21RSTR-00173, 21-OSTR-00175"
41076523,The Symphony House,47739465,Paul,,Freret,29.93481,-90.10664,Entire home/apt,121,1,137,2025-02-25,2.17,1,160,34,"19STR-14095, 19-OSTR-2277"
41111748,Prime Uptown Apt. Just 1 mile to MG Parades!,316795018,Margaret,,Audubon,29.925321578979492,-90.12249755859375,Entire home/apt,286,2,66,2025-02-09,1.06,1,147,13,"23-NSTR-17510, 22-OSTR-20565"
41128601,French Quarter Follies,8118306,Eric,,Central Business District,29.95308,-90.06873,Entire home/apt,502,3,137,2025-02-16,2.19,13,258,26,"22-CSTR-07887, 21-OSTR-06524"
41129957,High Above History,8118306,Eric,,Central Business District,29.95241,-90.06737,Entire home/apt,481,3,154,2025-02-18,2.46,13,238,28,"19STR-10101, 21-OSTR-06524"
41131414,French Quarter Follies II,8118306,Eric,,Central Business District,29.95281,-90.06851,Entire home/apt,511,30,120,2025-02-10,1.92,13,342,19,"22-CSTR-07922, 21-OSTR-06524"
