id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42403118,"Blueground | Gold Coast, nr L & oak st beach",107434423,Blueground,,Near North Side,41.9051115,-87.62785489999999,Entire home/apt,120,32,2,2024-12-01,0.03,597,348,1,32+ Days Listing
42414675,Oasis Collection's Mid-Century 3 Bd Wicker Park.,10837582,Dw,,West Town,41.907,-87.67636,Entire home/apt,223,1,167,2025-02-02,2.73,3,67,42,R19000050618
42426693,"Blueground | Loop, gym, roofdeck, nr park",107434423,Blueground,,Loop,41.88558099999999,-87.6257005,Entire home/apt,,32,2,2023-09-11,0.04,597,5,0,32+ Days Listing
42427579,"Blueground | Loop, gym, nr Financial District",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,170,32,0,,,597,342,0,32+ Days Listing
42427889,"Blueground | Loop, close to Financial District",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,191,32,2,2024-04-15,0.04,597,217,1,32+ Days Listing
42427971,"Blueground | Loop, pool, nr Financial Dist",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,92,32,0,,,597,365,0,32+ Days Listing
42428071,"Blueground | River N, pool, nr Magnificent Mile",107434423,Blueground,,Near North Side,41.896218,-87.625711,Entire home/apt,188,32,1,2023-03-12,0.04,597,163,0,32+ Days Listing
42471401,Room B4,327103193,Jorge,,South Chicago,41.74449,-87.54586,Private room,,32,8,2025-01-13,0.15,16,29,3,R2 000 0052208
42509731,Spacious 3BR 1BA in ideal Roscoe Village location,325951020,Walter,,North Center,41.94585,-87.68493,Entire home/apt,150,2,61,2025-03-09,1.91,1,1,28,R22000080979
42514649,Lincoln Park Coach House w Kitchen & Queen Sleeper,53964832,Jonathan,,Lincoln Park,41.92909,-87.64297,Entire home/apt,155,3,62,2025-02-23,1.02,22,316,9,2718818
42557661,"Blueground | Loop, gym, pool, nr L",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,297,32,2,2022-03-12,0.05,597,182,0,32+ Days Listing
42566678,"The Robey, Landmark Queen",317101665,The Robey Hotel,,West Town,41.90988,-87.67715,Private room,136,1,11,2022-01-01,0.20,7,365,0,2458680
42566704,"The Robey, Landmark Queen Accessible",317101665,The Robey Hotel,,West Town,41.90971,-87.67701,Private room,136,1,1,2021-04-17,0.02,7,365,0,2458680
42566712,"The Robey, Urban King",317101665,The Robey Hotel,,West Town,41.90945,-87.67897,Private room,152,1,2,2021-05-07,0.04,7,365,0,2458680
42566739,"The Robey, Corner Suite",317101665,The Robey Hotel,,West Town,41.9095,-87.67867,Private room,,1,1,2021-03-25,0.02,7,365,0,2458680
42566771,"The Robey, Double Queen Loft",317101665,The Robey Hotel,,West Town,41.91061,-87.678162,Private room,152,1,1,2021-09-14,0.02,7,365,0,2458680
42566775,"The Robey, Double Queen Loft Accessible",317101665,The Robey Hotel,,West Town,41.9115,-87.677,Private room,152,1,0,,,7,365,0,2458680
42566786,"The Robey, Queen + Bunk Loft",317101665,The Robey Hotel,,West Town,41.90995,-87.67895,Private room,144,1,1,2021-10-11,0.02,7,365,0,2458680
42573566,Cheltenham Combo 8BR,209982127,Shomari,,South Shore,41.753242,-87.550568,Entire home/apt,540,2,50,2024-12-26,0.84,4,0,16,R21000069197
42588723,The Ardmore — Steps from the lake.,15081499,Sean,,Edgewater,41.98699,-87.65551,Entire home/apt,375,2,116,2024-12-28,2.17,1,246,35,R25000124278
42598993,Pool Table| Private Garage | Sleeps 9!,54076186,Jennifer,,West Town,41.89591,-87.66415,Entire home/apt,278,2,248,2025-03-05,4.38,3,220,55,R24000115807
42638201,Heidi's Hideaway,252285450,Heidi,,Kenwood,41.81139,-87.60358,Entire home/apt,117,32,20,2021-10-18,0.33,1,178,0,City registration pending
42688758,"Blueground | Loop, gym, nr Financial District",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,92,32,0,,,597,365,0,32+ Days Listing
42688942,"Blueground | W. Loop, pool, gym, nr dining",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,188,32,1,2025-01-10,0.48,597,343,1,32+ Days Listing
42689499,"Blueground | River N, gym, pool, nr beach",107434423,Blueground,,Near North Side,41.896218,-87.625711,Entire home/apt,188,32,4,2025-02-16,0.10,597,334,2,32+ Days Listing
42704241,"Comfortable 1 BR , South Side Chgo,  1st Floor",340168096,Michelle,,Auburn Gresham,41.73905563354492,-87.64429473876953,Entire home/apt,116,2,18,2024-12-21,0.40,1,172,8,R23000095452
42737135,Teeny Tiny Bohemian Lodge - Clean & Affordable,25715675,Joyce,,Lower West Side,41.85765,-87.65015,Entire home/apt,59,2,280,2025-01-18,4.70,9,0,51,R24000115438
42743155,eB1ih1 Large quiet bedrm near U of Chicago/Hyde Pk,22094147,Lonmu,,South Shore,41.77147,-87.57234,Private room,56,32,10,2022-04-18,0.17,13,254,0,
42757816,"Blueground | W. Loop, gym, nr restaurant row",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,170,32,0,,,597,271,0,32+ Days Listing
42757854,"Blueground | W. Loop, gym, nr restaurant row",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,156,32,1,2023-12-16,0.07,597,269,0,32+ Days Listing
42757880,"Blueground | Loop, pool, nr Chicago Riverwalk",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,170,32,2,2023-01-15,0.04,597,193,0,32+ Days Listing
42757930,"Blueground | W. Loop, pool, gym, nr Fulton Mkt",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,226,32,0,,,597,131,0,32+ Days Listing
42757978,"Blueground | Loop, pool, gym, nr Theater District",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,137,32,2,2024-03-31,0.16,597,264,1,32+ Days Listing
42758322,"Blueground | W. Loop, pool & fitness center",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,212,32,0,,,597,270,0,32+ Days Listing
42795682,Entire apartment 2bd/1ba (+ sofa bed) - sleeps 6,72165035,Brendan,,Albany Park,41.96301,-87.72087,Entire home/apt,71,3,58,2025-03-01,0.96,1,231,20,R25000124633
42812355,"Blueground | Loop, pool, nr Theater District",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,226,32,1,2020-10-26,0.02,597,192,0,32+ Days Listing
42892605,"Elegant, Bright Flat",1921252,Miranda & Marcos,,Humboldt Park,41.90142,-87.70906,Entire home/apt,138,5,19,2024-07-29,0.35,1,359,4,R19000037806
42899150,"Blueground | W. Loop, pet spa, near restaurants",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,170,32,3,2024-04-06,0.12,597,223,1,32+ Days Listing
42910760,"Clean, Quiet, Safe, 2Beds, FreeParking, cool desk",76244,Chris,,Lincoln Park,41.91931,-87.64031,Entire home/apt,230,5,21,2023-10-10,0.35,2,365,0,R23000099678
42920816,"Blueground | W. Loop, pool, nr Fulton Mkt",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,,32,2,2021-04-03,0.03,597,1,0,32+ Days Listing
42929197,"Entire 2 BR home w/ office, deck & no clean fee!",22998917,John,,Humboldt Park,41.90894,-87.70856,Entire home/apt,134,3,84,2025-03-10,1.50,1,0,17,R21000073365
42933476,Coliving Historic Home near Metra & Jackson Park,47056445,Andy,,South Shore,41.76234,-87.58841,Private room,50,2,25,2024-11-02,0.41,5,2,4,R24000117461
42936720,"Blueground | Loop, gym, nr Financial District",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,227,32,1,2022-10-31,0.03,597,214,0,32+ Days Listing
42936764,"Blueground | Loop, pool, nr Financial District",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,170,32,4,2024-07-14,0.08,597,193,1,32+ Days Listing
42936787,"Blueground | W. Loop, pool, nr restaurant row",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,156,32,0,,,597,2,0,32+ Days Listing
42936800,"Blueground | W. Loop, gym, pool, nr Fulton Mkt",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,,32,1,2021-08-14,0.02,597,1,0,32+ Days Listing
42936818,"Blueground | Gold Coast, nr park & oak st beach",107434423,Blueground,,Near North Side,41.90511,-87.62786,Entire home/apt,144,32,0,,,597,332,0,32+ Days Listing
42936898,"Blueground | Loop, pool, nr Chicago Riverwalk",107434423,Blueground,,Loop,41.886064,-87.624718,Entire home/apt,,32,0,,,597,278,0,32+ Days Listing
42936919,"Blueground | Loop, gym, nr Financial District",107434423,Blueground,,Loop,41.8860812,-87.63422229999998,Entire home/apt,170,32,0,,,597,329,0,32+ Days Listing
42949553,❤️ Lowest Rates! Fun & Stylish 3BR in Logan Square,341917367,Joan,,Logan Square,41.92085,-87.71561,Entire home/apt,147,2,168,2025-02-25,2.77,10,139,42,R24000112681
42951264,"Blueground | W. Loop, pool, nr restaurant row",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,,32,0,,,597,251,0,32+ Days Listing
42951790,Low Prices! Stylish 2BR Apartment in Logan Square!,341917367,Joan,,Logan Square,41.92055,-87.71707,Entire home/apt,163,2,147,2025-02-25,2.68,10,117,32,R24000112681
42952113,❤️ Stylish and Cozy 2BR in Logan Square!,341917367,Joan,,Logan Square,41.92202,-87.71527,Entire home/apt,150,2,172,2025-02-20,2.90,10,102,35,R24000112681
42952568,Trendy 2BR Apartment in Logan Square!,341917367,Joan,,Logan Square,41.92215,-87.71537,Entire home/apt,172,2,125,2025-02-25,2.13,10,128,25,R24000112681
42953341,Bright and Cozy 1BR Apartment in Logan Square!,341917367,Joan,,Logan Square,41.92244,-87.71542,Entire home/apt,90,2,174,2025-02-26,2.88,10,138,44,R24000112681
42953577,Cozy and Comfy 1BR Apartment in Logan Square!,341917367,Joan,,Logan Square,41.92223,-87.71727,Entire home/apt,90,2,175,2025-02-18,2.96,10,128,40,R24000112681
42962445,Lowest Rates! Spacious 2-BR Apt + Free Parking,341917367,Joan,,Uptown,41.97065,-87.6564,Entire home/apt,270,2,163,2025-01-12,2.71,10,127,34,R23000096320
42962600,❤️ New and Clean! Big Apartment with Parking,341917367,Joan,,Uptown,41.96996,-87.65693,Entire home/apt,,2,180,2025-02-23,2.99,10,114,40,R23000096320
42971032,"❤︎  1,800ft² Parking ⎜ Workspace ⎜ W/D ⎜Full Kitch",268408488,Danny,,Lincoln Park,41.92389,-87.63905,Entire home/apt,325,1,134,2025-03-03,4.09,3,70,58,R20000059991
43030415,"Blueground | W. Loop, gym, nr fulton mkt & L",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,171,32,0,,,597,321,0,32+ Days Listing
43030447,"Blueground | W. Loop, pool, gym, nr restaurants",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,171,32,0,,,597,323,0,32+ Days Listing
43030460,"Blueground | W. Loop, pool, gym, nr Fulton Mkt",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,,32,1,2020-07-01,0.02,597,1,0,32+ Days Listing
43055338,Coliving Historic Home near Metra & Jackson Park,47056445,Andy,,South Shore,41.76233,-87.58875,Private room,26,1,31,2024-09-01,0.53,5,348,4,R24000117461
43094362,Enclose Bath. UChicago Hospital 3blks. Train 2blks,1385332,Pattaraporn,,Woodlawn,41.78308868408203,-87.60704040527344,Private room,43,32,3,2024-06-02,0.11,18,351,1,
43098894,x7LC2c32 Comfy Bedroom,22094147,Lonmu,,East Garfield Park,41.87675,-87.70267,Private room,51,32,11,2021-07-10,0.19,13,130,0,City Registration Pending
43113021,x7LB3a32 Cozy Night's Stay - Small Cozy Room,22094147,Lonmu,,East Garfield Park,41.87726,-87.70231,Private room,55,32,10,2021-09-10,0.17,13,365,0,City Registration Pending
43118752,x7LC3c32 Cozy Night's Stay - Small Cozy Room,22094147,Lonmu,,East Garfield Park,41.87685,-87.70363,Private room,50,32,8,2021-08-27,0.14,13,134,0,City Registration Pending
43118876,x7LC4x32 Cozy Night's Stay,22094147,Lonmu,,East Garfield Park,41.87816,-87.70433,Private room,60,32,17,2021-09-13,0.29,13,73,0,City Registration Pending
43122703,"Blueground | W. Loop, pool, gym, nr restaurants",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,170,32,0,,,597,220,0,32+ Days Listing
43125458,Charming Apt in Family Friendly Neighborhood,48048331,John,,Lincoln Park,41.91291988333352,-87.64283434483511,Entire home/apt,147,32,0,,,2,232,0,
43129585,"Blueground | W. Loop, gym, nr Fulton Mkt",107434423,Blueground,,Near West Side,41.883056,-87.65131389999999,Entire home/apt,,32,1,2023-12-22,0.07,597,255,0,32+ Days Listing
43134072,30 E. Huron #2603 Private Residence,257464365,Kevin,,Near North Side,41.89445,-87.62607,Entire home/apt,,31,9,2023-06-21,0.18,16,90,0,City registration pending
43148093,"Blueground | Gold Coast, nr park & beach",107434423,Blueground,,Near North Side,41.90511,-87.62786,Entire home/apt,144,32,0,,,597,312,0,32+ Days Listing
43164062,Spacious 5-BR Apt next to transit Free Parking,15105520,Tian,,North Lawndale,41.85573959350586,-87.71604919433594,Entire home/apt,250,2,87,2025-03-03,1.98,5,102,22,R23000100538
43196556,✱ Bold & Swanky 2BR | Gourmet Kitchen + Netflix ✱,86318831,Andrei,,North Center,41.9397,-87.67744,Entire home/apt,140,2,125,2025-02-23,2.17,4,0,34,R21000075327
43292649,BRAND NEW Elegant Renovation in Bucktown (Chicago),4883288,Dusanka,,Logan Square,41.9171286,-87.6737011,Entire home/apt,151,2,117,2025-03-02,1.99,2,170,27,R22000088156
43336944,Private Room C & Self Check-IN/ Jackson Blvd,338076137,Tetyana,,West Garfield Park,41.87709,-87.72554,Private room,67,32,32,2024-08-19,0.56,6,143,6,R20000055778
43346710,Archways at the Lincoln Park Zoo 2bed/2ba,176666947,Jessica,,Lincoln Park,41.91864,-87.63731,Entire home/apt,173,1,284,2025-03-09,4.81,1,265,52,R25000124438
43358309,2BD/2BA MAG MILE MASTERPIECE (+Rooftop),179367980,Wendy And Matt,,Near North Side,41.89927283288212,-87.61973278880845,Entire home/apt,329,2,190,2025-03-11,3.21,4,49,26,R21000073635
43380673,Private Room A,338076137,Tetyana,,East Garfield Park,41.876,-87.71451,Private room,37,32,52,2024-09-02,0.93,6,180,3,R20000055778
43412748,Fun Boho 1 Bedroom in Hip Logan Square,598390,Kirsten,,Logan Square,41.9193,-87.71671,Entire home/apt,97,3,156,2024-11-18,3.19,1,63,38,R20000055780
43414161,Room B8,327103193,Jorge,,South Chicago,41.74497,-87.5463,Private room,,32,11,2023-06-02,0.20,16,3,0,C20000052308
43422337,2 Bedroom Apartment in the Heart of Lincoln Park,53964832,Jonathan,,Lincoln Park,41.93093,-87.64461,Entire home/apt,253,3,66,2025-01-22,1.17,22,282,19,2718818
43431634,Duplex Home RoscoeVillage/Wrigley Free St Parking,321617035,Sharleen,,North Center,41.94368,-87.67506,Entire home/apt,128,2,273,2025-02-28,4.66,2,275,70,R21000075138
43442679,*Entire City Apartment 1 block to Train Park Free,28304609,John,,East Garfield Park,41.884420579994234,-87.69210524765779,Entire home/apt,64,3,322,2025-03-10,5.59,2,0,62,R24000117603
43486597,Beautiful long term home in the heart of Bucktown.,346794600,Robert,,Logan Square,41.9156,-87.67245,Entire home/apt,179,32,0,,,1,306,0,
43489645,Lincoln Park Apartment with Backyard! - 2 Bedrooms,40727702,Nicholas,,Lincoln Park,41.92835,-87.64625,Entire home/apt,121,2,124,2025-02-15,2.14,2,55,41,R24000120255
43498654,One Bed Apartment w Private Patio in Lincoln Park,53964832,Jonathan,,Lincoln Park,41.9294,-87.64475,Entire home/apt,156,1,44,2024-12-05,0.78,22,322,5,2718818
43514955,City Living at its Best: 2-BR in Lincoln Park,53964832,Jonathan,,Lincoln Park,41.92895,-87.64289,Entire home/apt,242,10,40,2025-01-21,0.70,22,1,18,2718818
43518441,Private Bedroom Close to O’hare,128265803,Victor,,Norwood Park,41.99806,-87.79169,Private room,38,2,46,2025-01-16,0.79,13,234,7,R25000124173
43532857,Private room with private entrance in Boystown,8803468,Ashley,,Lake View,41.94507,-87.64893,Private room,118,1,328,2025-02-23,6.01,8,217,9,2738085
43555956,Newly-renovated historic home in Logan Square,8389213,Danny,,Logan Square,41.9239287199727,-87.7082371711943,Entire home/apt,173,3,126,2025-02-15,2.27,4,110,33,R23000111819
43576117,Gorgeous Studio 15 Minutes From Ohare!,86401160,Eddie,,Dunning,41.94514465332031,-87.82776641845703,Entire home/apt,69,2,145,2025-03-09,3.34,1,124,37,R22000086905
43594534,"Newly renovated 2BR, across from parks",25561251,Chicago Home Stays,,Bridgeport,41.84001079999999,-87.6487989,Entire home/apt,89,32,8,2024-12-20,0.15,12,315,4,
43600854,Lincoln Park Gem: 1-BR Modern Apartment,53964832,Jonathan,,Lincoln Park,41.9288,-87.64301,Entire home/apt,171,2,50,2024-11-19,0.87,22,324,4,2718818
43638215,Logan Video Game Studio Duplex,5228189,Matthew,,West Town,41.91373,-87.68727,Entire home/apt,,2,2,2023-09-30,0.05,18,0,0,R19000045798
43638644,Logan Video Game Studio,5228189,Matthew,,West Town,41.91304,-87.68755,Entire home/apt,,2,108,2024-11-17,1.92,18,0,17,R19000045798
43653015,Great Room B & Affordable For You,338076137,Tetyana,,East Garfield Park,41.87582,-87.71303,Private room,66,32,84,2024-09-23,1.51,6,0,12,R20000055778
43662803,Modern Luxury 4 Bed/3.5 Bath with Garage Parking!,204270988,Abacus,,Near West Side,41.8704,-87.68346,Entire home/apt,159,2,125,2025-03-02,2.17,4,317,27,R24000112870
43689052,Hyde Park/UC Newly Renovated Private Room #1,348938093,Andy,,Kenwood,41.80672,-87.6063,Private room,59,1,112,2024-11-30,1.95,3,360,16,R20000056184
43691686,Private Room C-Nice & Clean,338076137,Tetyana,,East Garfield Park,41.87693,-87.71383,Private room,61,32,26,2025-02-27,0.46,6,180,8,R20000055778
43701611,Hyde Park/UC Newly Renovated Private Room #2,348938093,Andy,,Kenwood,41.80668,-87.60627,Private room,70,1,91,2024-10-26,1.58,3,1,6,R20000056184
43702402,Hyde Park/UC Newly Renovated Private Room #3,348938093,Andy,,Kenwood,41.8071,-87.6045,Private room,38,1,133,2025-02-25,2.31,3,361,24,R20000056184
43756594,Minutes from Rosemont | 500+ Mbps | Parking,175087843,Ella,,Ohare,41.97357,-87.84672,Entire home/apt,61,1,46,2025-02-23,0.86,10,334,10,R24000112956
43767503,Comfortable Room Five Min Walk to Blue Line/ RM 4,102750577,Jane,,Irving Park,41.94856,-87.71284,Private room,47,1,45,2025-02-20,0.78,6,289,26,R21000073218
43777047,Large One Bedroom in Heart of Old Town/Gold Coast,349884375,Sena,,Near North Side,41.9043,-87.63298,Entire home/apt,75,32,16,2024-12-22,0.31,5,285,4,
43778066,Studio Just across from the BEACH!! 209,327531212,Christina,,Edgewater,41.98577,-87.6563,Entire home/apt,158,32,26,2024-10-14,0.45,2,1,9,R20000056192
43789677,The Roscoe Village Guesthouse,9959757,Jedidiah,,North Center,41.94226,-87.67827,Entire home/apt,138,2,146,2025-02-24,3.19,9,320,45,R21000070279
43806243,Clean/Comfy  Extended Stay In Chicago,202878032,Ade And J Shuntay,,Greater Grand Crossing,41.76766,-87.6224,Entire home/apt,,32,3,2024-07-31,0.06,2,129,1,R20000056933
43818411,Entirely Private Suite - Urban Oasis - Pilsen/UIC,138199415,Elaine,,Lower West Side,41.85805,-87.64188,Entire home/apt,135,2,133,2024-10-21,2.38,1,0,22,R21000075609
43835556,Paradise on the Park,83740151,Ryan,,West Town,41.89359,-87.6896,Entire home/apt,129,2,209,2024-12-23,3.80,1,0,45,R20000057877
43870930,Entire 2 Bdrm Apt Lincoln Square,22060289,Robin And Mike,,Lincoln Square,41.96907,-87.683,Entire home/apt,104,32,9,2024-07-15,0.20,1,332,1,
43876715,Entire Apt in Heart of Chicago,871911,Mo  &  Ganna,,Lake View,41.9462,-87.65029,Entire home/apt,190,1,11,2024-11-17,0.20,6,257,3,R22000092432
43877038,Fuzzy Master Bedroom (Entire Apt),871911,Mo  &  Ganna,,Lake View,41.9449,-87.65048,Entire home/apt,127,1,59,2024-12-09,1.03,6,257,15,R22000092432
43898901,"Belmont-Cragin Experience - 2 Bd, 1 ba",107166611,Brian,,Belmont Cragin,41.92417,-87.77304,Entire home/apt,60,1,10,2024-11-24,0.46,1,1,7,R22000094339
43899284,Large Queen Suite w Sleeper Sofa in Lincoln Park,53964832,Jonathan,,Lincoln Park,41.929969787597656,-87.64385986328125,Entire home/apt,202,1,34,2024-12-29,0.60,22,309,3,2718818
43986433,Luxury House 6BED/2.5BATH/4PARKING close to lake,129809208,Junni,,North Park,41.98773,-87.70924,Entire home/apt,480,32,126,2025-03-09,2.24,5,316,29,R21000071651
44033952,"Quiet Home w/Arcade, Movie Room & Private Backyard",350570263,Kelly,,South Shore,41.76815,-87.58672,Entire home/apt,234,2,121,2025-02-24,2.23,1,0,18,R23000109560
44045740,"Large 2BD Apartment in Lincoln Park, Sleeps 6",53964832,Jonathan,,Lincoln Park,41.92909,-87.64285,Entire home/apt,247,3,26,2024-10-10,0.47,22,295,5,2718818
44051925,Beautiful Studio just across from the beach!,327531212,Christina,,Edgewater,41.98602,-87.65629,Entire home/apt,117,1,32,2024-10-21,0.74,2,346,8,R22000084990
44058297,Cozy Suite 308,265059752,J And F Apartments,,Calumet Heights,41.73147,-87.58412,Entire home/apt,120,3,12,2024-06-23,0.27,5,355,3,R23000104171
44063437,Roscoe Village Inn | Guesthouse | Walk to Wrigley!,49260140,Kimberly,,North Center,41.94469,-87.68003,Entire home/apt,243,32,20,2024-04-06,0.46,2,158,1,2209640
44066069,x7LC2b32 Comfy Bedroom,22094147,Lonmu,,East Garfield Park,41.87908,-87.70242,Private room,80,32,8,2021-09-12,0.18,13,133,0,City registration permit pending
44085884,High Floor Luxury with a View,8896602,Leah,,Near North Side,41.89615,-87.62562,Entire home/apt,,32,17,2024-09-25,0.31,1,25,3,City registration pending
44124151,Urban Camper,50920288,Art,,Avondale,41.93993,-87.70002,Entire home/apt,130,2,162,2025-01-20,2.95,1,143,31,R22000090452
44135080,"Spacious 4 bedroom
North side Apt / Parking",354492635,Kyle,,Lincoln Square,41.97039,-87.68545,Entire home/apt,303,2,215,2024-12-28,3.80,1,318,28,R20000056746
44163692,Room A king-size bed,40832295,Shannon,,Belmont Cragin,41.919392,-87.779465,Private room,151,1,8,2024-10-13,0.23,4,365,1,R24000114548
44167294,"Luxury Condominium, Heart of Old Town/Gold Coast",349884375,Sena,,Near North Side,41.90273,-87.63328,Entire home/apt,110,32,18,2024-12-08,0.33,5,282,5,
44189377,Gorgeous Home near Wrigley Field,355912569,Adrienne,,North Center,41.94938,-87.68561,Entire home/apt,595,7,3,2023-07-22,0.07,2,0,0,R21000061902
44203673,"Purple RoomSouthShore Bungalow -clean, cozy, quiet",28501460,Delia,,South Shore,41.76336,-87.5739,Private room,38,1,22,2024-10-15,0.61,7,365,8,R18000036975
44206651,"Wonderful 2BR, 2BA Near Wrigley Lower Level Only",355912569,Adrienne,,North Center,41.94977,-87.6856,Entire home/apt,331,2,7,2024-07-08,0.16,2,274,5,R21000061902
44213093,"Lincoln Park Apartment, Steps from the Park",53964832,Jonathan,,Lincoln Park,41.92912,-87.64455,Entire home/apt,187,2,46,2024-12-02,0.88,22,334,6,2718818
44213095,Centrally Located Apartment in Lincoln Park,53964832,Jonathan,,Lincoln Park,41.92919,-87.64435,Entire home/apt,213,3,34,2024-12-29,0.65,22,322,9,2718818
44213097,City Views from Large 4th Floor Apartment in LP,53964832,Jonathan,,Lincoln Park,41.93081,-87.64292,Entire home/apt,181,3,7,2024-10-14,0.12,22,344,4,2718818
44213162,Stylish 2BD/BA in the heart of Lincoln Park,53964832,Jonathan,,Lincoln Park,41.92901,-87.64412,Entire home/apt,257,3,68,2025-01-20,1.20,22,287,25,2718818
44234449,"MICH AVE #5|Safe DTown Grant Park, Museums 2bd/2ba",98193524,Jeremy,,Loop,41.86788,-87.62523,Entire home/apt,217,2,208,2025-02-18,3.70,39,100,50,R22000086739
44234840,"Safe Dtown Park VIEWS| Mich Ave, Museums 2bd/2ba",335157368,Jer+Lisa,,Near South Side,41.86647,-87.62561,Entire home/apt,261,2,182,2025-02-16,3.24,1,126,29,R22000086738
44252444,Huge Home *Prime Spot *Yard *Parking *Fireplace,170049620,Alex,,Near North Side,41.90884,-87.6378,Entire home/apt,650,2,136,2025-02-23,2.42,2,282,22,R18000033663
44259231,Red Room - South Shore Bungalow - MainFloor,28501460,Delia,,South Shore,41.76436,-87.57167,Private room,36,1,3,2024-09-22,0.13,7,350,2,R18000036975
44259635,Huge Private Roof Deck! Gym! Parking!,115593975,Jillian,,West Town,41.91007,-87.67199,Entire home/apt,909,3,15,2024-07-03,0.31,1,178,1,R24000119939
44322872,The Roost,101155191,Abbey,,Irving Park,41.95073,-87.71465,Entire home/apt,142,1,121,2025-02-23,2.16,1,56,25,R22000077175
44402955,PINEAPPLES Modern Design with 70s Vibe BIRD,5228189,Matthew,,Logan Square,41.91596,-87.70656,Entire home/apt,,2,114,2025-02-28,2.06,18,349,21,R20000056925
44419368,*Wanderlust City Retreat* Business/Holiday/Romance,22887896,Chad,,Near North Side,41.89301,-87.61684,Entire home/apt,354,32,8,2021-08-01,0.15,1,364,0,City registration pending
44433063,Flat in Lincoln Park 2-Flat Central to Everything,358899064,Brian,,Lincoln Park,41.93041611,-87.64987946,Entire home/apt,325,4,98,2025-03-11,1.78,2,214,24,R22000089801
44446862,Entire city Apartment with free street parking,112011934,Meghan,,Irving Park,41.95612,-87.71152,Entire home/apt,174,1,109,2025-01-01,1.95,1,145,21,R23000107637
44451347,"Sanitized Home, 4BR/3BA, Free Parking available",179677031,Karen,,Armour Square,41.85039,-87.64038,Entire home/apt,310,2,87,2024-12-01,1.88,1,217,22,R24000116362
44472684,"Blueground | Loop, gym, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,123,32,2,2024-11-02,0.18,597,42,2,32+days Listing
44472765,"Blueground | Loop, gym, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,135,32,3,2021-04-25,0.06,597,2,0,32+days Listing
44472783,"Blueground | Loop, gym, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,139,32,1,2022-08-27,0.03,597,341,0,32+days Listing
44472823,"Blueground | Loop, gym, doorman, nr L & parks",107434423,Blueground,,Loop,41.8772287,-87.6290111,Entire home/apt,,32,3,2024-04-09,0.09,597,1,1,32+days Listing
44472881,"Blueground | Lincoln Park, w/d, nr transport",107434423,Blueground,,Near North Side,41.9089458,-87.6504842,Entire home/apt,130,32,1,2021-03-31,0.02,597,1,0,32+days Listing
44472905,"Blueground | Lincoln Park, w/d, nr transport",107434423,Blueground,,Near North Side,41.9089458,-87.6504842,Entire home/apt,130,32,0,,,597,348,0,32+days Listing
44490049,Spectacular Pilsen Studio for 2!,257894542,Hena,,Lower West Side,41.85605,-87.65083,Entire home/apt,67,2,247,2025-03-05,4.44,1,340,52,R20000057605
44535810,"Private Suite w/ offstreet pkg, at Logan Sq Blu Ln",90730458,Bill And Susan,,Avondale,41.93292,-87.7084,Entire home/apt,66,2,275,2025-03-10,4.94,1,0,59,R21000074700
44557909,Gigantic Condo steps from Wrigley Field!,40319547,Josh,,Lake View,41.9485709947022,-87.65822365480322,Entire home/apt,233,2,138,2025-02-17,2.65,8,172,30,R21000062759
